industry,region,company_size,company_revenue,contact_role,seniority,lead_source,opportunity_created,demo_completed,expected_acv,inbound_touches,outbound_touches,touches_week_1,touches_last_7_days,days_since_first_touch,web_sessions,sales_activities,days_since_last_touch,acquisition_wave,converted
manufacturing,UK,500-999,$10M-$50M,ap_manager,director,partner_referral,0,0,55000.0,0,7,2,3,20.0,2,5,2.0,A,0
manufacturing,US,1000-1999,$10M-$50M,procurement_manager,vp,sdr_outbound,0,0,55000.0,0,21,8,7,20.0,5,1,2.0,B,0
healthcare_non_clinical,UK,1000-1999,$1M-$10M,vp_finance,director,inbound_marketing,1,0,25000.0,19,0,12,2,20.0,3,2,4.0,A,1
logistics,US,500-999,$50M-$200M,ap_manager,manager,sdr_outbound,0,0,85000.0,0,10,10,0,20.0,1,0,13.0,A,0
healthcare_non_clinical,UK,200-499,$1M-$10M,procurement_manager,manager,partner_referral,1,0,25000.0,0,13,5,2,20.0,2,4,4.0,A,0
professional_services,UK,500-999,$10M-$50M,it_director,director,inbound_marketing,1,0,55000.0,23,0,12,5,19.0,2,3,0.0,A,1
healthcare_non_clinical,UK,200-499,$200M+,procurement_manager,individual_contributor,sdr_outbound,1,0,116580.0,0,21,13,3,20.0,4,3,1.0,A,0
manufacturing,US,2000+,$50M-$200M,it_director,individual_contributor,inbound_marketing,0,0,85000.0,4,0,4,0,20.0,1,0,18.0,B,0
manufacturing,UK,200-499,$10M-$50M,vp_finance,director,inbound_marketing,1,0,55000.0,19,0,8,3,20.0,5,1,1.0,C,0
logistics,UK,200-499,$1M-$10M,ap_manager,director,inbound_marketing,1,1,25000.0,20,0,6,7,20.0,6,5,3.0,C,0
logistics,US,200-499,$1M-$10M,ap_manager,director,sdr_outbound,1,0,25000.0,0,22,14,1,20.0,3,4,5.0,B,0
healthcare_non_clinical,US,500-999,$1M-$10M,vp_finance,individual_contributor,inbound_marketing,0,0,25000.0,20,0,11,4,20.0,6,3,0.0,B,0
healthcare_non_clinical,US,200-499,$1M-$10M,ap_manager,vp,sdr_outbound,0,0,25000.0,0,11,4,4,20.0,3,0,2.0,B,1
healthcare_non_clinical,UK,1000-1999,$1M-$10M,vp_finance,vp,inbound_marketing,0,0,25000.0,17,0,10,1,20.0,3,0,3.0,B,0
manufacturing,US,500-999,$50M-$200M,ap_manager,individual_contributor,sdr_outbound,0,0,,0,14,14,0,20.0,1,1,14.0,A,0
manufacturing,US,200-499,$10M-$50M,procurement_manager,individual_contributor,partner_referral,1,1,55000.0,0,23,10,8,19.0,5,4,0.0,B,0
professional_services,UK,200-499,$1M-$10M,ap_manager,manager,inbound_marketing,1,0,25000.0,15,0,9,3,20.0,1,2,3.0,A,0
logistics,US,500-999,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,0,0,55000.0,31,0,11,9,20.0,3,2,0.0,A,1
professional_services,US,500-999,$50M-$200M,it_director,manager,inbound_marketing,0,0,85000.0,20,0,10,3,20.0,2,1,2.0,A,0
professional_services,UK,500-999,$10M-$50M,vp_finance,manager,inbound_marketing,1,1,55000.0,20,0,7,10,19.0,,2,0.0,C,0
logistics,UK,1000-1999,$50M-$200M,it_director,individual_contributor,partner_referral,0,0,85000.0,0,23,11,5,20.0,5,1,5.0,A,0
manufacturing,UK,500-999,$1M-$10M,ap_manager,vp,sdr_outbound,1,0,25000.0,0,19,6,7,20.0,3,4,0.0,C,1
professional_services,US,2000+,$50M-$200M,vp_finance,manager,partner_referral,1,0,85000.0,0,31,11,9,20.0,7,2,0.0,A,1
manufacturing,US,500-999,$50M-$200M,ap_manager,individual_contributor,partner_referral,1,0,85000.0,0,19,10,3,20.0,4,1,0.0,C,1
manufacturing,UK,1000-1999,$1M-$10M,procurement_manager,vp,partner_referral,0,0,25000.0,0,18,6,6,19.0,9,0,1.0,B,0
manufacturing,US,200-499,$50M-$200M,vp_finance,manager,inbound_marketing,0,0,85000.0,10,0,8,0,20.0,3,2,10.0,B,0
logistics,UK,200-499,$1M-$10M,vp_finance,individual_contributor,inbound_marketing,0,0,25000.0,0,0,0,0,,0,0,,A,0
manufacturing,UK,500-999,$50M-$200M,vp_finance,director,inbound_marketing,1,0,85000.0,16,0,9,3,19.0,5,1,1.0,C,1
healthcare_non_clinical,UK,500-999,$200M+,it_director,manager,inbound_marketing,0,0,116635.0,20,0,5,4,20.0,6,3,1.0,A,0
logistics,US,500-999,$1M-$10M,vp_finance,manager,partner_referral,0,0,25000.0,0,12,4,5,20.0,3,2,2.0,A,0
manufacturing,US,500-999,$10M-$50M,procurement_manager,individual_contributor,sdr_outbound,0,0,55000.0,0,16,10,1,20.0,2,4,2.0,B,0
healthcare_non_clinical,US,500-999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,1,0,55000.0,15,0,8,4,19.0,6,1,1.0,A,0
logistics,UK,1000-1999,$10M-$50M,procurement_manager,vp,inbound_marketing,1,0,55000.0,20,0,10,7,20.0,4,3,0.0,C,0
manufacturing,UK,500-999,$10M-$50M,vp_finance,director,partner_referral,1,1,55000.0,0,16,9,4,20.0,3,4,1.0,C,0
manufacturing,US,1000-1999,$50M-$200M,vp_finance,c_suite,sdr_outbound,1,0,85000.0,0,26,17,5,20.0,5,2,1.0,A,1
logistics,UK,200-499,$10M-$50M,it_director,director,partner_referral,1,0,55000.0,0,25,11,7,19.0,9,1,1.0,C,1
healthcare_non_clinical,US,500-999,$50M-$200M,procurement_manager,individual_contributor,sdr_outbound,1,0,85000.0,0,17,8,3,19.0,5,2,,B,1
logistics,UK,200-499,$10M-$50M,vp_finance,manager,sdr_outbound,1,1,55000.0,0,23,11,4,20.0,2,5,0.0,B,1
logistics,US,500-999,$1M-$10M,ap_manager,manager,partner_referral,1,1,25000.0,0,26,12,8,19.0,5,4,0.0,C,1
healthcare_non_clinical,US,500-999,$10M-$50M,vp_finance,director,inbound_marketing,1,0,55000.0,18,0,12,1,20.0,0,4,1.0,B,1
professional_services,UK,200-499,$1M-$10M,it_director,individual_contributor,partner_referral,1,1,25000.0,0,21,9,6,20.0,4,5,0.0,C,1
logistics,US,500-999,$10M-$50M,ap_manager,vp,sdr_outbound,1,0,55000.0,0,25,13,5,20.0,2,4,0.0,B,1
professional_services,UK,2000+,$10M-$50M,ap_manager,individual_contributor,sdr_outbound,1,0,55000.0,0,19,8,7,20.0,,3,0.0,B,0
manufacturing,US,200-499,$50M-$200M,it_director,manager,inbound_marketing,1,0,85000.0,20,0,13,3,20.0,2,2,1.0,C,1
professional_services,US,500-999,$1M-$10M,ap_manager,vp,inbound_marketing,1,0,25000.0,19,0,7,4,18.0,1,5,0.0,A,1
logistics,UK,1000-1999,$50M-$200M,ap_manager,director,inbound_marketing,1,1,100384.0,23,0,12,3,20.0,5,3,,C,0
manufacturing,UK,500-999,$10M-$50M,it_director,vp,partner_referral,1,0,61473.0,0,24,10,7,20.0,4,4,1.0,A,0
logistics,US,2000+,$1M-$10M,it_director,individual_contributor,sdr_outbound,1,0,97486.0,0,19,10,6,19.0,3,3,0.0,C,0
logistics,US,500-999,$10M-$50M,ap_manager,director,inbound_marketing,0,0,55000.0,7,0,5,0,20.0,3,0,12.0,C,0
healthcare_non_clinical,UK,1000-1999,$1M-$10M,procurement_manager,manager,inbound_marketing,1,0,113867.0,13,0,6,4,20.0,3,3,0.0,B,0
healthcare_non_clinical,UK,200-499,$1M-$10M,it_director,individual_contributor,partner_referral,1,0,43738.0,0,14,5,4,19.0,3,5,0.0,B,0
manufacturing,US,200-499,$10M-$50M,it_director,c_suite,sdr_outbound,1,0,55000.0,0,17,7,3,18.0,2,0,3.0,B,1
logistics,UK,500-999,$10M-$50M,it_director,manager,inbound_marketing,1,1,38302.0,23,0,11,6,20.0,2,3,0.0,A,0
professional_services,US,2000+,$10M-$50M,it_director,individual_contributor,inbound_marketing,0,0,55000.0,16,0,6,5,20.0,3,1,2.0,C,1
professional_services,US,500-999,$1M-$10M,ap_manager,vp,partner_referral,0,0,25000.0,0,27,12,9,,5,4,0.0,B,0
manufacturing,UK,200-499,$1M-$10M,it_director,individual_contributor,sdr_outbound,0,0,25000.0,0,9,9,0,20.0,,0,16.0,A,0
healthcare_non_clinical,UK,200-499,$10M-$50M,procurement_manager,manager,partner_referral,0,0,,0,31,15,7,20.0,4,2,0.0,B,0
manufacturing,UK,1000-1999,$1M-$10M,it_director,vp,inbound_marketing,1,1,25000.0,20,0,6,6,19.0,5,1,0.0,C,1
professional_services,UK,500-999,$50M-$200M,procurement_manager,manager,inbound_marketing,0,0,85000.0,9,0,7,0,18.0,0,0,11.0,B,0
logistics,UK,500-999,$1M-$10M,it_director,director,sdr_outbound,1,0,41347.0,0,12,4,6,20.0,5,6,0.0,A,0
professional_services,UK,200-499,$10M-$50M,ap_manager,director,partner_referral,1,0,55000.0,0,23,13,5,20.0,5,3,2.0,C,0
professional_services,UK,200-499,$200M+,procurement_manager,,inbound_marketing,1,0,116458.0,31,0,13,8,20.0,5,1,0.0,C,0
professional_services,US,500-999,$10M-$50M,vp_finance,vp,inbound_marketing,0,0,55000.0,10,0,8,0,19.0,2,2,11.0,B,0
manufacturing,US,500-999,$1M-$10M,procurement_manager,,sdr_outbound,1,0,68589.0,0,15,4,6,17.0,,3,0.0,C,0
professional_services,UK,1000-1999,$50M-$200M,procurement_manager,manager,inbound_marketing,1,0,85000.0,21,0,9,4,20.0,3,5,3.0,A,0
manufacturing,UK,200-499,$1M-$10M,procurement_manager,director,partner_referral,0,0,25000.0,0,8,8,0,20.0,3,0,14.0,B,0
professional_services,UK,2000+,$50M-$200M,procurement_manager,manager,sdr_outbound,1,0,85000.0,0,25,11,10,20.0,7,3,0.0,B,0
manufacturing,UK,200-499,$50M-$200M,procurement_manager,director,sdr_outbound,1,0,85000.0,0,10,9,0,20.0,2,3,12.0,C,0
manufacturing,UK,1000-1999,$10M-$50M,procurement_manager,director,sdr_outbound,1,0,55000.0,0,24,10,8,20.0,3,2,4.0,C,1
healthcare_non_clinical,UK,200-499,$10M-$50M,vp_finance,vp,inbound_marketing,0,0,55000.0,21,0,6,7,19.0,7,0,1.0,B,0
professional_services,UK,200-499,$10M-$50M,procurement_manager,manager,sdr_outbound,1,0,55000.0,0,24,18,3,20.0,,6,0.0,B,0
manufacturing,US,500-999,$50M-$200M,it_director,,partner_referral,1,0,85000.0,0,31,11,13,20.0,4,4,0.0,A,1
professional_services,UK,200-499,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,1,1,55000.0,24,0,9,10,20.0,4,3,0.0,C,0
manufacturing,UK,500-999,$10M-$50M,ap_manager,manager,sdr_outbound,1,0,55000.0,0,12,8,2,20.0,3,2,4.0,B,0
professional_services,US,200-499,$10M-$50M,ap_manager,c_suite,partner_referral,1,0,35527.0,0,13,4,4,19.0,,1,2.0,A,0
manufacturing,US,500-999,$1M-$10M,it_director,vp,inbound_marketing,1,0,25000.0,11,0,5,4,20.0,4,3,1.0,B,1
logistics,UK,200-499,$1M-$10M,ap_manager,director,sdr_outbound,1,0,25000.0,0,18,9,5,20.0,2,3,,B,1
logistics,US,200-499,$1M-$10M,it_director,manager,sdr_outbound,1,0,25000.0,0,18,9,5,20.0,4,3,2.0,A,1
manufacturing,UK,200-499,$50M-$200M,it_director,vp,sdr_outbound,1,0,85000.0,0,10,3,3,19.0,,3,0.0,C,0
logistics,UK,200-499,$1M-$10M,vp_finance,individual_contributor,sdr_outbound,1,0,25000.0,0,16,6,0,19.0,4,1,8.0,C,1
manufacturing,US,2000+,$200M+,procurement_manager,vp,inbound_marketing,1,0,118791.0,19,0,14,0,20.0,1,3,10.0,C,0
manufacturing,US,500-999,$50M-$200M,procurement_manager,director,inbound_marketing,1,0,85000.0,16,0,5,7,20.0,2,3,0.0,B,1
logistics,US,200-499,$50M-$200M,procurement_manager,director,inbound_marketing,1,0,43090.0,29,0,14,6,20.0,6,2,0.0,A,0
professional_services,UK,2000+,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,0,0,55000.0,10,0,10,0,20.0,1,0,15.0,C,0
manufacturing,US,200-499,$10M-$50M,it_director,individual_contributor,inbound_marketing,1,0,42140.0,12,0,4,3,20.0,1,7,0.0,C,0
healthcare_non_clinical,UK,1000-1999,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,1,0,89906.0,18,0,6,4,20.0,2,3,0.0,C,0
manufacturing,UK,2000+,$50M-$200M,procurement_manager,director,inbound_marketing,0,0,85000.0,31,0,15,10,20.0,3,3,0.0,C,1
professional_services,US,500-999,$50M-$200M,ap_manager,individual_contributor,sdr_outbound,0,0,85000.0,0,18,15,0,20.0,,2,9.0,C,0
logistics,US,1000-1999,$10M-$50M,procurement_manager,,partner_referral,1,0,55000.0,0,30,14,7,20.0,7,4,0.0,C,1
healthcare_non_clinical,UK,1000-1999,$50M-$200M,procurement_manager,director,sdr_outbound,1,0,85000.0,0,16,6,3,20.0,1,4,1.0,C,0
logistics,US,200-499,$200M+,vp_finance,manager,inbound_marketing,1,1,115238.0,30,0,20,6,20.0,7,7,0.0,B,0
professional_services,US,200-499,$10M-$50M,vp_finance,vp,sdr_outbound,1,0,55000.0,0,23,14,0,20.0,6,1,7.0,C,0
healthcare_non_clinical,UK,500-999,$50M-$200M,vp_finance,,partner_referral,1,1,85000.0,0,17,8,5,19.0,4,1,1.0,B,1
manufacturing,UK,1000-1999,$1M-$10M,vp_finance,c_suite,inbound_marketing,1,0,57655.0,14,0,8,2,18.0,5,3,0.0,A,0
healthcare_non_clinical,UK,500-999,$10M-$50M,procurement_manager,director,inbound_marketing,1,1,55000.0,30,0,14,9,20.0,7,3,0.0,C,1
professional_services,UK,500-999,$10M-$50M,ap_manager,manager,inbound_marketing,1,0,55000.0,15,0,8,3,19.0,2,5,1.0,C,1
professional_services,US,500-999,$1M-$10M,it_director,director,inbound_marketing,1,1,25000.0,24,0,12,7,20.0,3,4,2.0,A,1
logistics,US,500-999,$10M-$50M,vp_finance,manager,sdr_outbound,1,0,59655.0,0,13,8,2,20.0,1,4,2.0,C,0
healthcare_non_clinical,US,200-499,$10M-$50M,ap_manager,manager,sdr_outbound,0,0,55000.0,0,20,11,5,20.0,4,0,0.0,A,0
logistics,UK,500-999,$1M-$10M,vp_finance,c_suite,inbound_marketing,1,0,25000.0,22,0,14,6,20.0,2,0,0.0,C,1
logistics,US,1000-1999,$1M-$10M,it_director,director,sdr_outbound,0,0,25000.0,0,17,9,5,20.0,4,0,0.0,B,0
logistics,UK,500-999,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,1,0,55000.0,16,0,7,3,16.0,2,6,3.0,C,0
professional_services,UK,500-999,$50M-$200M,it_director,,partner_referral,1,0,85000.0,0,24,11,7,20.0,4,3,2.0,B,1
manufacturing,UK,1000-1999,$1M-$10M,procurement_manager,director,sdr_outbound,0,0,25000.0,0,28,15,6,20.0,5,1,0.0,C,1
manufacturing,UK,500-999,$50M-$200M,vp_finance,director,inbound_marketing,1,1,85000.0,19,0,12,4,20.0,4,5,0.0,C,0
logistics,US,500-999,$10M-$50M,ap_manager,individual_contributor,sdr_outbound,0,0,55000.0,0,0,0,0,,0,0,,C,0
manufacturing,US,200-499,$10M-$50M,ap_manager,vp,inbound_marketing,1,0,55000.0,16,0,10,3,19.0,5,4,0.0,B,1
manufacturing,US,1000-1999,$10M-$50M,procurement_manager,,partner_referral,1,0,55000.0,0,20,7,7,19.0,3,2,1.0,A,0
manufacturing,US,500-999,$1M-$10M,vp_finance,individual_contributor,sdr_outbound,1,0,52542.0,0,6,4,1,20.0,3,3,2.0,B,0
manufacturing,UK,200-499,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,1,0,55000.0,17,0,8,3,20.0,,2,1.0,C,1
professional_services,UK,200-499,$50M-$200M,vp_finance,director,inbound_marketing,0,0,85000.0,22,0,11,8,20.0,5,5,1.0,C,0
manufacturing,UK,200-499,$10M-$50M,ap_manager,c_suite,inbound_marketing,0,0,55000.0,13,0,10,2,20.0,5,0,4.0,C,1
healthcare_non_clinical,UK,200-499,$10M-$50M,vp_finance,individual_contributor,sdr_outbound,1,0,55000.0,0,21,8,7,20.0,3,3,0.0,C,0
manufacturing,UK,1000-1999,$1M-$10M,vp_finance,individual_contributor,partner_referral,1,0,25000.0,0,12,12,0,20.0,3,1,14.0,A,0
healthcare_non_clinical,US,1000-1999,$50M-$200M,vp_finance,individual_contributor,sdr_outbound,1,0,85000.0,0,21,12,4,20.0,1,5,3.0,A,1
manufacturing,US,500-999,$50M-$200M,procurement_manager,director,inbound_marketing,0,0,85000.0,15,0,8,4,20.0,3,1,1.0,C,0
professional_services,UK,500-999,$10M-$50M,vp_finance,vp,inbound_marketing,1,0,55000.0,20,0,10,6,19.0,7,1,1.0,C,1
manufacturing,US,500-999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,21,0,9,9,20.0,2,0,3.0,A,0
manufacturing,UK,1000-1999,$50M-$200M,it_director,vp,sdr_outbound,0,0,85000.0,0,3,3,0,20.0,0,0,18.0,B,0
healthcare_non_clinical,US,500-999,$10M-$50M,it_director,manager,partner_referral,1,0,75723.0,0,16,14,2,20.0,2,3,1.0,C,0
healthcare_non_clinical,US,200-499,$10M-$50M,ap_manager,individual_contributor,sdr_outbound,1,0,55000.0,0,20,8,7,20.0,6,0,0.0,C,0
manufacturing,UK,2000+,$10M-$50M,it_director,director,partner_referral,1,0,115837.0,0,17,8,3,,3,2,,B,0
manufacturing,US,500-999,$1M-$10M,procurement_manager,manager,sdr_outbound,1,1,25000.0,0,16,6,6,20.0,6,4,2.0,A,0
professional_services,UK,200-499,$10M-$50M,it_director,c_suite,sdr_outbound,1,0,45720.0,0,13,6,5,20.0,2,1,0.0,C,0
manufacturing,UK,200-499,$1M-$10M,ap_manager,c_suite,sdr_outbound,1,0,25000.0,0,10,5,4,19.0,0,0,1.0,A,1
professional_services,US,200-499,$50M-$200M,procurement_manager,director,partner_referral,1,0,46938.0,0,10,3,3,16.0,3,5,0.0,B,0
healthcare_non_clinical,US,200-499,$10M-$50M,it_director,manager,inbound_marketing,0,0,55000.0,17,0,7,4,20.0,3,0,2.0,B,0
healthcare_non_clinical,US,500-999,$50M-$200M,ap_manager,individual_contributor,sdr_outbound,0,0,85000.0,0,19,9,4,20.0,6,2,0.0,C,0
professional_services,UK,2000+,$10M-$50M,procurement_manager,vp,inbound_marketing,0,0,55000.0,12,0,5,3,18.0,0,0,,A,0
healthcare_non_clinical,US,500-999,$200M+,procurement_manager,manager,sdr_outbound,1,0,116753.0,0,16,5,5,19.0,4,3,2.0,A,1
healthcare_non_clinical,UK,1000-1999,$10M-$50M,ap_manager,manager,partner_referral,1,0,55000.0,0,18,14,0,17.0,3,1,10.0,C,0
logistics,US,1000-1999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,1,0,55000.0,15,0,9,3,20.0,4,3,4.0,B,0
healthcare_non_clinical,UK,2000+,$1M-$10M,vp_finance,individual_contributor,inbound_marketing,1,0,117804.0,17,0,5,5,18.0,3,1,3.0,C,0
logistics,UK,1000-1999,$1M-$10M,procurement_manager,vp,inbound_marketing,0,0,25000.0,12,0,6,4,20.0,2,0,0.0,B,0
logistics,UK,1000-1999,$50M-$200M,procurement_manager,vp,inbound_marketing,0,0,85000.0,21,0,12,5,17.0,4,6,1.0,C,1
manufacturing,US,500-999,$1M-$10M,procurement_manager,manager,inbound_marketing,1,0,68145.0,20,0,5,8,18.0,4,3,0.0,C,0
logistics,UK,200-499,$1M-$10M,procurement_manager,manager,inbound_marketing,1,1,25000.0,14,0,7,3,18.0,3,3,1.0,C,1
logistics,UK,200-499,$50M-$200M,it_director,individual_contributor,inbound_marketing,1,0,85000.0,33,0,15,11,20.0,7,1,0.0,B,0
logistics,UK,1000-1999,$50M-$200M,procurement_manager,vp,inbound_marketing,1,0,85000.0,17,0,11,2,20.0,2,6,1.0,A,1
logistics,UK,2000+,$1M-$10M,vp_finance,individual_contributor,inbound_marketing,1,0,119066.0,19,0,9,5,,5,4,2.0,C,0
logistics,UK,200-499,$50M-$200M,procurement_manager,vp,inbound_marketing,1,0,85000.0,22,0,7,9,19.0,1,4,0.0,C,0
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,director,partner_referral,0,0,55000.0,0,12,8,1,19.0,2,0,2.0,B,0
manufacturing,US,1000-1999,$10M-$50M,ap_manager,vp,inbound_marketing,1,0,56830.0,19,0,12,3,19.0,2,2,2.0,C,0
logistics,UK,1000-1999,$50M-$200M,ap_manager,director,inbound_marketing,1,0,85000.0,15,0,4,7,,5,1,0.0,C,1
healthcare_non_clinical,US,2000+,$10M-$50M,ap_manager,director,sdr_outbound,1,0,115334.0,0,11,7,1,,3,2,1.0,C,0
manufacturing,UK,200-499,$1M-$10M,procurement_manager,director,sdr_outbound,0,0,25000.0,0,9,7,0,20.0,,1,11.0,A,0
professional_services,UK,500-999,$1M-$10M,it_director,vp,sdr_outbound,0,0,25000.0,0,12,6,3,20.0,5,1,3.0,C,0
logistics,US,1000-1999,$1M-$10M,ap_manager,director,inbound_marketing,1,1,25000.0,14,0,6,5,20.0,1,5,0.0,B,0
healthcare_non_clinical,US,200-499,$50M-$200M,vp_finance,director,inbound_marketing,0,0,85000.0,17,0,11,4,20.0,2,4,2.0,A,0
manufacturing,US,200-499,$1M-$10M,procurement_manager,director,inbound_marketing,0,0,25000.0,24,0,8,9,20.0,5,0,1.0,B,0
professional_services,US,200-499,$1M-$10M,it_director,vp,inbound_marketing,1,0,25000.0,15,0,4,5,18.0,3,2,3.0,B,0
manufacturing,US,1000-1999,$200M+,ap_manager,manager,inbound_marketing,1,0,96055.0,14,0,9,1,20.0,2,0,0.0,C,0
logistics,US,1000-1999,$10M-$50M,vp_finance,director,partner_referral,0,0,55000.0,0,1,1,0,16.0,1,0,16.0,B,0
healthcare_non_clinical,UK,2000+,$1M-$10M,vp_finance,,sdr_outbound,0,0,25000.0,0,10,5,1,20.0,2,0,1.0,B,0
healthcare_non_clinical,US,1000-1999,$200M+,procurement_manager,director,sdr_outbound,1,0,119145.0,0,23,8,8,,2,3,0.0,A,1
healthcare_non_clinical,US,1000-1999,$10M-$50M,vp_finance,individual_contributor,partner_referral,1,0,55000.0,0,21,12,7,20.0,1,4,0.0,B,1
manufacturing,UK,2000+,$50M-$200M,procurement_manager,,sdr_outbound,0,0,85000.0,0,1,1,0,19.0,1,0,19.0,C,0
healthcare_non_clinical,UK,1000-1999,$10M-$50M,vp_finance,individual_contributor,sdr_outbound,1,0,55000.0,0,14,5,3,20.0,2,2,0.0,C,0
manufacturing,US,200-499,$1M-$10M,ap_manager,director,partner_referral,1,0,25000.0,0,25,5,9,18.0,10,1,0.0,C,0
logistics,UK,200-499,$10M-$50M,vp_finance,manager,inbound_marketing,0,0,55000.0,15,0,7,6,20.0,4,3,0.0,B,0
professional_services,UK,500-999,$10M-$50M,vp_finance,manager,sdr_outbound,1,0,55000.0,0,12,7,3,,3,3,0.0,A,1
professional_services,US,200-499,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,1,0,55000.0,16,0,5,5,20.0,3,1,2.0,C,1
manufacturing,US,200-499,$1M-$10M,ap_manager,director,sdr_outbound,1,0,42598.0,0,23,8,5,20.0,,1,1.0,C,0
manufacturing,US,200-499,$50M-$200M,it_director,manager,inbound_marketing,1,0,85000.0,14,0,12,0,20.0,2,1,9.0,A,0
logistics,UK,2000+,$10M-$50M,ap_manager,director,inbound_marketing,1,0,55000.0,28,0,13,9,20.0,3,4,1.0,C,0
manufacturing,UK,500-999,$200M+,vp_finance,director,sdr_outbound,1,0,115957.0,0,26,12,5,20.0,,2,0.0,C,1
professional_services,UK,200-499,$1M-$10M,it_director,director,inbound_marketing,0,0,25000.0,7,0,3,1,19.0,1,5,5.0,B,0
healthcare_non_clinical,US,1000-1999,$1M-$10M,procurement_manager,individual_contributor,sdr_outbound,0,0,25000.0,0,16,10,3,20.0,4,4,1.0,B,0
professional_services,US,2000+,$1M-$10M,ap_manager,c_suite,sdr_outbound,1,1,118727.0,0,16,9,3,19.0,6,3,2.0,C,0
healthcare_non_clinical,UK,200-499,$50M-$200M,procurement_manager,individual_contributor,partner_referral,0,0,85000.0,0,31,13,7,20.0,3,1,0.0,B,0
manufacturing,US,200-499,$1M-$10M,ap_manager,individual_contributor,sdr_outbound,1,0,25000.0,0,13,7,5,19.0,3,2,2.0,B,0
logistics,US,200-499,$1M-$10M,procurement_manager,individual_contributor,inbound_marketing,0,0,25000.0,26,0,8,12,20.0,4,4,0.0,C,0
professional_services,US,1000-1999,$10M-$50M,ap_manager,c_suite,partner_referral,1,0,55000.0,0,16,10,1,20.0,4,4,4.0,A,1
professional_services,UK,500-999,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,1,0,55000.0,19,0,9,5,20.0,2,1,0.0,B,0
healthcare_non_clinical,US,500-999,$10M-$50M,it_director,manager,sdr_outbound,1,1,,0,22,13,5,20.0,,1,0.0,B,0
manufacturing,UK,200-499,$50M-$200M,ap_manager,vp,sdr_outbound,1,0,85000.0,0,4,3,0,19.0,2,0,8.0,B,0
logistics,UK,200-499,$200M+,ap_manager,vp,inbound_marketing,0,0,117554.0,27,0,10,7,20.0,4,4,0.0,A,0
healthcare_non_clinical,UK,2000+,$1M-$10M,vp_finance,manager,sdr_outbound,1,0,25000.0,0,8,3,2,17.0,4,1,1.0,A,1
healthcare_non_clinical,US,200-499,$1M-$10M,it_director,vp,inbound_marketing,0,0,,19,0,9,5,20.0,5,4,1.0,C,1
manufacturing,UK,2000+,$200M+,it_director,individual_contributor,inbound_marketing,0,0,115131.0,18,0,7,5,20.0,4,0,0.0,B,0
healthcare_non_clinical,UK,200-499,$1M-$10M,vp_finance,c_suite,inbound_marketing,1,0,25000.0,15,0,6,6,20.0,6,3,0.0,A,0
logistics,UK,200-499,$10M-$50M,vp_finance,c_suite,sdr_outbound,0,0,55000.0,0,13,5,5,20.0,3,1,0.0,A,0
logistics,US,2000+,$50M-$200M,ap_manager,individual_contributor,inbound_marketing,0,0,85000.0,21,0,16,0,20.0,2,0,9.0,C,0
manufacturing,UK,200-499,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,0,0,55000.0,17,0,5,6,20.0,5,3,1.0,B,0
professional_services,US,500-999,$1M-$10M,vp_finance,director,sdr_outbound,1,0,25000.0,0,12,6,1,20.0,2,3,2.0,B,0
healthcare_non_clinical,US,1000-1999,$200M+,ap_manager,individual_contributor,partner_referral,1,1,119418.0,0,21,10,9,20.0,2,6,0.0,B,1
manufacturing,US,1000-1999,$10M-$50M,it_director,director,sdr_outbound,0,0,55000.0,0,24,7,9,18.0,5,2,0.0,A,1
manufacturing,US,200-499,$1M-$10M,procurement_manager,vp,inbound_marketing,1,0,40898.0,12,0,5,3,19.0,2,3,5.0,A,0
professional_services,UK,1000-1999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,1,1,55000.0,23,0,9,9,20.0,1,4,0.0,B,1
healthcare_non_clinical,UK,200-499,$1M-$10M,procurement_manager,vp,inbound_marketing,1,0,25000.0,18,0,8,3,20.0,3,5,3.0,B,0
logistics,UK,500-999,$200M+,procurement_manager,individual_contributor,inbound_marketing,1,0,115036.0,23,0,11,5,20.0,4,6,,A,1
logistics,US,200-499,$10M-$50M,procurement_manager,vp,sdr_outbound,1,0,48633.0,0,20,6,9,20.0,4,5,0.0,A,0
professional_services,US,200-499,$10M-$50M,ap_manager,vp,inbound_marketing,1,0,55000.0,24,0,9,6,20.0,3,4,0.0,A,1
manufacturing,US,500-999,$10M-$50M,procurement_manager,manager,inbound_marketing,1,0,55000.0,19,0,12,3,20.0,3,3,1.0,C,0
professional_services,US,500-999,$10M-$50M,it_director,director,inbound_marketing,1,1,55000.0,24,0,8,7,20.0,5,5,1.0,C,1
