industry,region,company_size,company_revenue,contact_role,seniority,lead_source,opportunity_created,demo_completed,expected_acv,inbound_touches,outbound_touches,touches_week_1,touches_last_7_days,days_since_first_touch,web_sessions,sales_activities,days_since_last_touch,acquisition_wave,converted,__leakage__touches_post_snapshot_15_90
logistics,US,200-499,$10M-$50M,vp_finance,manager,sdr_outbound,1,0,55000.0,0,21,12,9,14.0,2,0,0.0,A,1,11
healthcare_non_clinical,UK,200-499,$1M-$10M,vp_finance,manager,inbound_marketing,0,0,25000.0,13,0,4,9,14.0,2,0,2.0,B,1,31
manufacturing,UK,200-499,$10M-$50M,it_director,director,inbound_marketing,0,0,55000.0,18,0,8,10,14.0,4,3,0.0,C,1,21
manufacturing,US,1000-1999,$10M-$50M,procurement_manager,manager,partner_referral,1,0,55000.0,0,17,11,6,14.0,3,2,1.0,B,0,1
healthcare_non_clinical,US,200-499,$10M-$50M,ap_manager,manager,partner_referral,1,0,55000.0,0,11,7,4,14.0,0,2,2.0,B,0,10
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,director,inbound_marketing,0,0,55000.0,13,0,9,4,13.0,1,0,0.0,C,0,24
logistics,US,1000-1999,$10M-$50M,vp_finance,director,partner_referral,0,0,55000.0,0,21,13,8,14.0,2,3,0.0,A,0,19
manufacturing,UK,500-999,$200M+,vp_finance,director,inbound_marketing,0,0,119897.0,19,0,12,7,14.0,2,0,3.0,A,1,26
logistics,UK,1000-1999,$50M-$200M,it_director,c_suite,partner_referral,0,0,85000.0,0,11,7,4,14.0,6,0,2.0,C,1,11
professional_services,US,500-999,$50M-$200M,ap_manager,individual_contributor,sdr_outbound,0,0,85000.0,0,14,10,4,14.0,2,2,2.0,A,1,25
healthcare_non_clinical,US,200-499,$1M-$10M,vp_finance,manager,sdr_outbound,0,0,25000.0,0,10,9,1,14.0,1,1,0.0,C,1,18
professional_services,US,500-999,$10M-$50M,vp_finance,director,partner_referral,0,0,55000.0,0,15,8,7,14.0,3,0,0.0,B,1,12
manufacturing,UK,200-499,$10M-$50M,procurement_manager,individual_contributor,sdr_outbound,1,1,55000.0,0,15,6,9,14.0,1,1,0.0,C,1,13
manufacturing,UK,500-999,$200M+,it_director,director,partner_referral,1,0,116355.0,0,33,23,10,14.0,2,2,0.0,A,0,32
healthcare_non_clinical,US,200-499,$10M-$50M,ap_manager,manager,inbound_marketing,1,1,55000.0,18,0,11,7,14.0,4,1,0.0,C,0,17
logistics,UK,200-499,$50M-$200M,it_director,c_suite,sdr_outbound,1,0,85000.0,0,28,13,15,14.0,,0,0.0,C,0,8
manufacturing,UK,1000-1999,$50M-$200M,ap_manager,individual_contributor,partner_referral,0,0,85000.0,0,0,0,0,,0,0,,C,0,0
professional_services,US,1000-1999,$10M-$50M,ap_manager,individual_contributor,sdr_outbound,0,0,55000.0,0,20,13,7,13.0,3,2,0.0,C,0,13
professional_services,US,500-999,$10M-$50M,it_director,manager,inbound_marketing,0,0,55000.0,4,0,4,0,14.0,1,0,12.0,B,0,0
manufacturing,UK,200-499,$1M-$10M,procurement_manager,individual_contributor,sdr_outbound,0,0,,0,4,4,0,14.0,1,0,10.0,C,0,0
professional_services,US,200-499,$1M-$10M,vp_finance,vp,sdr_outbound,1,1,19789.0,0,9,6,3,14.0,3,3,0.0,B,0,23
logistics,US,1000-1999,$1M-$10M,it_director,manager,inbound_marketing,1,0,25000.0,16,0,9,7,13.0,1,1,,B,1,9
professional_services,UK,200-499,$1M-$10M,it_director,manager,sdr_outbound,0,0,25000.0,0,12,3,9,14.0,2,0,0.0,B,0,24
professional_services,US,500-999,$1M-$10M,it_director,individual_contributor,inbound_marketing,0,0,25000.0,11,0,5,6,13.0,1,0,0.0,C,0,6
logistics,US,500-999,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,1,0,55000.0,9,0,5,4,13.0,4,4,3.0,B,0,11
logistics,UK,1000-1999,$1M-$10M,ap_manager,director,sdr_outbound,0,0,25000.0,0,16,7,9,14.0,4,3,0.0,C,1,23
manufacturing,UK,1000-1999,$1M-$10M,it_director,vp,partner_referral,0,0,25000.0,0,9,4,5,13.0,2,1,1.0,B,0,13
logistics,UK,500-999,$200M+,vp_finance,manager,sdr_outbound,0,0,119303.0,0,15,12,3,14.0,2,1,6.0,A,0,0
healthcare_non_clinical,US,500-999,$1M-$10M,ap_manager,manager,partner_referral,1,0,25000.0,0,7,4,3,12.0,1,2,2.0,A,0,6
logistics,UK,1000-1999,$1M-$10M,procurement_manager,vp,inbound_marketing,1,0,25000.0,10,0,6,4,14.0,5,1,0.0,B,0,5
healthcare_non_clinical,UK,200-499,$1M-$10M,vp_finance,manager,inbound_marketing,1,0,25000.0,15,0,7,8,12.0,3,5,0.0,C,1,24
logistics,UK,200-499,$50M-$200M,vp_finance,individual_contributor,inbound_marketing,1,1,85000.0,16,0,10,6,,1,1,1.0,C,1,20
professional_services,UK,1000-1999,$10M-$50M,it_director,individual_contributor,sdr_outbound,1,0,55000.0,0,15,7,8,14.0,2,1,0.0,B,0,4
manufacturing,UK,500-999,$10M-$50M,procurement_manager,manager,inbound_marketing,0,0,55000.0,13,0,10,3,14.0,1,3,3.0,B,1,26
manufacturing,US,200-499,$1M-$10M,procurement_manager,individual_contributor,inbound_marketing,0,0,25000.0,17,0,10,7,14.0,2,3,0.0,A,0,24
healthcare_non_clinical,US,500-999,$50M-$200M,vp_finance,manager,inbound_marketing,1,0,85000.0,12,0,4,8,13.0,4,4,0.0,C,1,20
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,manager,inbound_marketing,1,0,55000.0,16,0,10,6,14.0,,3,0.0,B,0,20
manufacturing,UK,500-999,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,1,0,55000.0,13,0,7,6,14.0,5,1,0.0,C,1,20
logistics,UK,2000+,$200M+,procurement_manager,director,inbound_marketing,1,0,117524.0,19,0,13,6,14.0,2,3,0.0,A,1,20
manufacturing,UK,1000-1999,$50M-$200M,it_director,vp,inbound_marketing,1,1,85000.0,17,0,12,5,13.0,4,2,1.0,A,1,20
professional_services,UK,200-499,$10M-$50M,procurement_manager,,partner_referral,0,0,55000.0,0,3,3,0,14.0,1,0,13.0,B,0,0
professional_services,US,200-499,$50M-$200M,ap_manager,vp,inbound_marketing,1,0,85000.0,27,0,16,11,14.0,3,1,0.0,B,0,34
logistics,UK,200-499,$50M-$200M,ap_manager,manager,inbound_marketing,1,0,85000.0,12,0,10,2,13.0,2,1,2.0,C,0,10
logistics,UK,200-499,$200M+,ap_manager,individual_contributor,inbound_marketing,0,0,116838.0,23,0,17,6,14.0,1,2,1.0,A,0,4
logistics,US,1000-1999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,9,0,7,2,14.0,4,0,5.0,B,0,0
professional_services,US,1000-1999,$50M-$200M,procurement_manager,c_suite,partner_referral,1,0,117829.0,0,17,12,5,14.0,1,3,1.0,C,0,12
logistics,UK,1000-1999,$50M-$200M,vp_finance,vp,inbound_marketing,0,0,85000.0,15,0,6,9,13.0,0,2,0.0,B,0,28
manufacturing,US,2000+,$10M-$50M,procurement_manager,individual_contributor,sdr_outbound,1,0,55000.0,0,15,8,7,13.0,5,0,1.0,A,0,20
professional_services,UK,200-499,$10M-$50M,ap_manager,individual_contributor,partner_referral,0,0,55000.0,0,21,10,11,14.0,2,0,0.0,C,1,14
manufacturing,US,1000-1999,$200M+,ap_manager,manager,sdr_outbound,0,0,116021.0,0,11,3,8,12.0,4,4,0.0,B,0,15
logistics,UK,200-499,$50M-$200M,ap_manager,director,inbound_marketing,1,1,85000.0,22,0,12,10,14.0,6,2,0.0,A,1,9
logistics,US,500-999,$10M-$50M,ap_manager,vp,inbound_marketing,1,0,55000.0,13,0,7,6,14.0,0,3,0.0,A,1,15
professional_services,US,500-999,$1M-$10M,it_director,director,sdr_outbound,0,0,25000.0,0,5,4,1,14.0,1,0,6.0,B,0,16
logistics,US,1000-1999,$50M-$200M,procurement_manager,manager,sdr_outbound,0,0,85000.0,0,22,18,4,14.0,2,1,3.0,A,0,6
professional_services,UK,200-499,$200M+,it_director,manager,inbound_marketing,1,0,119768.0,24,0,13,11,14.0,3,2,0.0,A,0,1
professional_services,UK,1000-1999,$10M-$50M,procurement_manager,manager,inbound_marketing,0,0,55000.0,13,0,5,8,10.0,2,1,1.0,C,0,24
professional_services,US,200-499,$50M-$200M,vp_finance,individual_contributor,inbound_marketing,0,0,85000.0,14,0,7,7,14.0,0,1,,A,0,18
logistics,US,200-499,$10M-$50M,procurement_manager,manager,partner_referral,0,0,55000.0,0,14,8,6,13.0,3,3,2.0,C,0,18
manufacturing,US,200-499,$10M-$50M,ap_manager,individual_contributor,sdr_outbound,1,0,55000.0,0,11,8,3,14.0,4,1,1.0,C,1,34
professional_services,UK,200-499,$10M-$50M,ap_manager,c_suite,inbound_marketing,1,0,55000.0,14,0,10,4,14.0,3,4,1.0,A,1,17
healthcare_non_clinical,UK,1000-1999,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,1,0,73936.0,14,0,10,4,14.0,2,0,2.0,C,0,21
professional_services,UK,200-499,$10M-$50M,ap_manager,manager,inbound_marketing,1,0,55000.0,17,0,12,5,12.0,6,0,0.0,B,0,30
healthcare_non_clinical,UK,500-999,$50M-$200M,ap_manager,manager,inbound_marketing,0,0,85000.0,20,0,12,8,,6,0,0.0,C,1,21
logistics,US,200-499,$50M-$200M,procurement_manager,manager,sdr_outbound,0,0,85000.0,0,14,8,6,14.0,,2,0.0,B,0,19
healthcare_non_clinical,US,200-499,$50M-$200M,vp_finance,vp,inbound_marketing,0,0,85000.0,13,0,9,4,14.0,4,0,1.0,C,0,21
professional_services,US,200-499,$10M-$50M,procurement_manager,manager,inbound_marketing,1,0,55000.0,14,0,12,2,14.0,2,0,0.0,B,0,10
healthcare_non_clinical,US,1000-1999,$10M-$50M,ap_manager,vp,sdr_outbound,0,0,55000.0,0,11,7,4,14.0,3,0,2.0,B,0,25
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,1,0,55000.0,12,0,8,4,13.0,1,5,0.0,B,0,14
manufacturing,US,1000-1999,$10M-$50M,it_director,manager,inbound_marketing,1,1,55000.0,18,0,11,7,14.0,3,2,0.0,B,0,19
manufacturing,US,200-499,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,16,0,11,5,14.0,3,0,1.0,B,0,13
manufacturing,US,200-499,$1M-$10M,procurement_manager,director,inbound_marketing,0,0,25000.0,11,0,9,2,14.0,0,0,,B,0,0
healthcare_non_clinical,UK,2000+,$1M-$10M,ap_manager,c_suite,sdr_outbound,0,0,25000.0,0,0,0,0,,0,0,,A,0,0
healthcare_non_clinical,US,200-499,$50M-$200M,ap_manager,manager,inbound_marketing,0,0,85000.0,16,0,13,3,13.0,1,1,4.0,A,0,10
manufacturing,US,200-499,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,4,0,4,0,14.0,0,0,13.0,C,0,0
professional_services,UK,1000-1999,$1M-$10M,vp_finance,individual_contributor,inbound_marketing,1,0,25000.0,9,0,5,4,12.0,2,2,4.0,C,0,14
professional_services,US,500-999,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,1,0,55000.0,18,0,8,10,12.0,3,4,2.0,C,0,11
manufacturing,US,1000-1999,$50M-$200M,vp_finance,director,inbound_marketing,0,0,85000.0,18,0,10,8,14.0,7,0,1.0,C,0,25
professional_services,US,1000-1999,$10M-$50M,ap_manager,vp,sdr_outbound,1,1,55000.0,0,14,11,3,14.0,2,1,1.0,B,1,12
professional_services,US,500-999,$1M-$10M,vp_finance,manager,inbound_marketing,1,0,37477.0,10,0,5,5,13.0,3,0,2.0,B,0,9
professional_services,UK,200-499,$10M-$50M,vp_finance,vp,partner_referral,0,0,55000.0,0,4,4,0,13.0,0,0,13.0,C,0,0
manufacturing,US,200-499,$50M-$200M,vp_finance,individual_contributor,sdr_outbound,0,0,85000.0,0,17,13,4,13.0,4,0,1.0,A,0,20
healthcare_non_clinical,UK,200-499,$50M-$200M,ap_manager,manager,sdr_outbound,0,0,85000.0,0,2,2,0,14.0,2,0,13.0,C,0,0
manufacturing,UK,500-999,$1M-$10M,ap_manager,vp,inbound_marketing,0,0,25000.0,14,0,10,4,14.0,0,0,2.0,B,0,17
manufacturing,US,200-499,$10M-$50M,it_director,individual_contributor,inbound_marketing,0,0,55000.0,17,0,12,5,13.0,2,1,0.0,A,0,15
logistics,UK,1000-1999,$50M-$200M,it_director,individual_contributor,inbound_marketing,0,0,85000.0,20,0,10,10,14.0,5,0,2.0,B,1,25
manufacturing,US,200-499,$50M-$200M,vp_finance,director,inbound_marketing,0,0,85000.0,21,0,12,9,14.0,2,0,0.0,C,0,5
healthcare_non_clinical,US,500-999,$1M-$10M,procurement_manager,individual_contributor,sdr_outbound,1,0,25000.0,0,10,6,4,10.0,4,2,3.0,A,0,1
logistics,US,500-999,$10M-$50M,it_director,manager,partner_referral,0,0,55000.0,0,11,6,5,14.0,1,1,1.0,B,0,4
healthcare_non_clinical,US,500-999,$50M-$200M,procurement_manager,c_suite,sdr_outbound,0,0,85000.0,0,14,10,4,,4,2,1.0,A,0,7
logistics,UK,200-499,$50M-$200M,ap_manager,director,sdr_outbound,0,0,85000.0,0,14,4,10,13.0,,2,0.0,C,0,23
healthcare_non_clinical,UK,500-999,$10M-$50M,it_director,director,inbound_marketing,1,1,55000.0,13,0,10,3,14.0,3,1,0.0,A,1,12
logistics,UK,500-999,$200M+,ap_manager,director,inbound_marketing,1,0,117109.0,24,0,16,8,14.0,3,2,0.0,B,1,24
professional_services,US,1000-1999,$50M-$200M,ap_manager,vp,sdr_outbound,0,0,85000.0,0,18,12,6,14.0,4,1,1.0,C,0,21
manufacturing,US,1000-1999,$10M-$50M,it_director,director,sdr_outbound,0,0,55000.0,0,15,6,9,14.0,6,3,0.0,B,1,20
manufacturing,US,500-999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,13,0,7,6,14.0,2,0,,A,0,18
logistics,US,200-499,$1M-$10M,it_director,manager,inbound_marketing,0,0,25000.0,15,0,5,10,14.0,1,0,0.0,A,0,1
professional_services,US,1000-1999,$10M-$50M,ap_manager,vp,inbound_marketing,0,0,55000.0,12,0,6,6,14.0,4,4,0.0,A,0,29
professional_services,UK,500-999,$50M-$200M,vp_finance,vp,sdr_outbound,0,0,85000.0,0,19,14,5,14.0,6,0,0.0,C,1,21
healthcare_non_clinical,US,200-499,$10M-$50M,it_director,vp,partner_referral,1,0,31984.0,0,13,4,9,14.0,4,0,0.0,A,0,13
manufacturing,UK,200-499,$10M-$50M,ap_manager,director,partner_referral,0,0,55000.0,0,14,5,9,14.0,5,1,1.0,B,1,26
professional_services,US,500-999,$10M-$50M,it_director,manager,inbound_marketing,0,0,55000.0,16,0,10,6,13.0,3,4,0.0,C,0,28
logistics,US,200-499,$1M-$10M,vp_finance,director,inbound_marketing,1,0,,13,0,6,7,13.0,1,2,1.0,A,0,28
logistics,UK,200-499,$10M-$50M,vp_finance,director,inbound_marketing,0,0,55000.0,18,0,7,11,14.0,4,1,0.0,A,0,16
manufacturing,US,1000-1999,$10M-$50M,ap_manager,director,inbound_marketing,1,0,114382.0,9,0,5,4,14.0,2,3,2.0,A,0,21
logistics,US,200-499,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,17,0,10,7,,3,2,0.0,C,1,22
logistics,UK,1000-1999,$50M-$200M,vp_finance,manager,partner_referral,0,0,85000.0,0,9,6,3,13.0,5,3,0.0,B,0,16
manufacturing,US,500-999,$200M+,procurement_manager,individual_contributor,inbound_marketing,1,0,,16,0,13,3,14.0,3,2,4.0,B,0,0
professional_services,US,500-999,$10M-$50M,procurement_manager,director,partner_referral,0,0,55000.0,0,14,7,7,14.0,1,1,1.0,B,0,24
healthcare_non_clinical,US,500-999,$50M-$200M,vp_finance,vp,inbound_marketing,0,0,85000.0,14,0,10,4,14.0,3,0,0.0,C,0,16
healthcare_non_clinical,US,500-999,$10M-$50M,ap_manager,individual_contributor,partner_referral,1,0,55000.0,0,17,10,7,12.0,,1,1.0,A,1,10
healthcare_non_clinical,UK,1000-1999,$200M+,vp_finance,c_suite,partner_referral,1,0,117542.0,0,22,10,12,14.0,2,0,1.0,B,1,25
healthcare_non_clinical,US,500-999,$10M-$50M,it_director,vp,inbound_marketing,1,0,55000.0,13,0,9,4,14.0,2,4,3.0,B,0,12
healthcare_non_clinical,US,500-999,$1M-$10M,ap_manager,manager,inbound_marketing,0,0,25000.0,15,0,9,6,14.0,1,2,0.0,B,0,17
logistics,US,200-499,$200M+,procurement_manager,vp,partner_referral,1,0,115928.0,0,17,15,2,14.0,3,3,3.0,C,0,0
professional_services,UK,500-999,$10M-$50M,it_director,director,partner_referral,1,1,55000.0,0,18,8,10,14.0,4,1,0.0,A,1,16
professional_services,UK,500-999,$10M-$50M,procurement_manager,manager,partner_referral,0,0,55000.0,0,11,7,4,14.0,0,0,0.0,A,0,22
logistics,UK,200-499,$200M+,vp_finance,vp,sdr_outbound,1,0,118075.0,0,17,10,7,13.0,2,1,1.0,B,0,12
logistics,UK,500-999,$10M-$50M,vp_finance,manager,inbound_marketing,0,0,55000.0,11,0,11,0,14.0,3,0,10.0,A,0,0
manufacturing,UK,500-999,$10M-$50M,ap_manager,director,sdr_outbound,0,0,55000.0,0,16,13,3,13.0,4,2,2.0,B,0,2
logistics,US,500-999,$1M-$10M,procurement_manager,director,partner_referral,0,0,25000.0,0,19,9,10,13.0,1,0,0.0,A,0,22
healthcare_non_clinical,UK,500-999,$1M-$10M,ap_manager,manager,partner_referral,1,0,25000.0,0,7,7,0,14.0,1,1,7.0,C,0,0
healthcare_non_clinical,US,1000-1999,$1M-$10M,procurement_manager,individual_contributor,sdr_outbound,1,0,82279.0,0,13,11,2,14.0,0,3,1.0,B,0,26
healthcare_non_clinical,UK,200-499,$50M-$200M,it_director,manager,partner_referral,0,0,85000.0,0,15,10,5,14.0,2,0,0.0,A,0,25
healthcare_non_clinical,UK,2000+,$10M-$50M,ap_manager,manager,inbound_marketing,1,0,55000.0,18,0,13,5,14.0,2,1,0.0,C,1,10
logistics,UK,500-999,$10M-$50M,ap_manager,director,sdr_outbound,0,0,55000.0,0,8,4,4,11.0,5,0,1.0,A,1,8
manufacturing,US,200-499,$50M-$200M,it_director,individual_contributor,partner_referral,1,0,85000.0,0,10,7,3,13.0,3,2,0.0,A,0,1
healthcare_non_clinical,US,200-499,$10M-$50M,it_director,individual_contributor,inbound_marketing,0,0,55000.0,16,0,9,7,14.0,2,0,1.0,B,0,26
logistics,US,500-999,$50M-$200M,ap_manager,manager,sdr_outbound,1,0,85000.0,0,8,5,3,12.0,0,5,1.0,A,1,12
logistics,US,1000-1999,$50M-$200M,procurement_manager,manager,inbound_marketing,1,0,85000.0,15,0,10,5,14.0,5,2,0.0,C,0,3
healthcare_non_clinical,US,200-499,$50M-$200M,procurement_manager,manager,inbound_marketing,1,1,85000.0,22,0,16,6,14.0,4,2,1.0,B,1,34
manufacturing,UK,500-999,$50M-$200M,vp_finance,director,inbound_marketing,0,0,85000.0,0,0,0,0,,0,0,,C,0,0
healthcare_non_clinical,US,200-499,$10M-$50M,ap_manager,vp,inbound_marketing,0,0,55000.0,19,0,8,11,14.0,3,1,0.0,A,0,6
manufacturing,UK,200-499,$10M-$50M,procurement_manager,manager,sdr_outbound,1,0,55000.0,0,15,8,7,13.0,1,4,0.0,A,0,15
logistics,UK,200-499,$1M-$10M,ap_manager,director,sdr_outbound,0,0,25000.0,0,10,4,6,,1,2,0.0,B,0,17
professional_services,UK,200-499,$1M-$10M,vp_finance,director,inbound_marketing,1,0,25000.0,13,0,7,6,14.0,4,3,1.0,A,1,17
professional_services,US,500-999,$1M-$10M,vp_finance,director,inbound_marketing,0,0,25000.0,12,0,8,4,14.0,1,0,3.0,A,0,18
manufacturing,US,500-999,$1M-$10M,ap_manager,manager,inbound_marketing,1,0,31923.0,13,0,7,6,14.0,1,3,0.0,B,0,25
healthcare_non_clinical,UK,200-499,$10M-$50M,vp_finance,director,inbound_marketing,1,0,,24,0,11,13,14.0,3,3,0.0,B,0,3
professional_services,US,1000-1999,$1M-$10M,ap_manager,manager,sdr_outbound,0,0,25000.0,0,8,4,4,14.0,2,0,1.0,B,0,19
healthcare_non_clinical,UK,200-499,$10M-$50M,vp_finance,director,partner_referral,0,0,55000.0,0,8,5,3,13.0,0,0,5.0,C,0,0
professional_services,US,500-999,$1M-$10M,vp_finance,director,partner_referral,0,0,25000.0,0,12,7,5,12.0,3,0,0.0,B,0,23
professional_services,US,200-499,$50M-$200M,procurement_manager,c_suite,sdr_outbound,0,0,85000.0,0,11,5,6,13.0,2,0,0.0,B,0,2
healthcare_non_clinical,US,200-499,$50M-$200M,procurement_manager,manager,inbound_marketing,1,0,85000.0,17,0,10,7,14.0,5,3,1.0,A,0,19
manufacturing,UK,500-999,$200M+,ap_manager,director,partner_referral,0,0,116238.0,0,15,12,3,14.0,2,2,0.0,C,0,12
manufacturing,US,1000-1999,$50M-$200M,it_director,vp,inbound_marketing,1,0,85000.0,20,0,14,6,14.0,6,2,1.0,C,0,31
professional_services,UK,200-499,$200M+,ap_manager,manager,sdr_outbound,0,0,118374.0,0,8,0,8,6.0,2,1,0.0,A,0,10
manufacturing,US,2000+,$10M-$50M,it_director,manager,sdr_outbound,0,0,55000.0,0,11,7,4,14.0,4,1,2.0,C,1,16
manufacturing,US,200-499,$1M-$10M,ap_manager,director,partner_referral,1,0,25000.0,0,17,10,7,14.0,2,4,2.0,C,1,12
manufacturing,US,500-999,$10M-$50M,vp_finance,,partner_referral,0,0,55000.0,0,1,1,0,14.0,1,0,14.0,A,0,0
manufacturing,US,1000-1999,$10M-$50M,ap_manager,director,inbound_marketing,1,0,55000.0,10,0,9,1,14.0,0,3,4.0,A,1,14
logistics,UK,500-999,$10M-$50M,it_director,manager,inbound_marketing,1,1,55000.0,13,0,7,6,14.0,1,3,0.0,A,1,25
manufacturing,US,2000+,$1M-$10M,procurement_manager,individual_contributor,inbound_marketing,0,0,25000.0,10,0,4,6,14.0,2,0,0.0,A,1,22
logistics,UK,200-499,$1M-$10M,it_director,individual_contributor,partner_referral,0,0,25000.0,0,11,3,8,13.0,,0,0.0,A,1,20
manufacturing,UK,200-499,$50M-$200M,it_director,individual_contributor,inbound_marketing,1,0,85000.0,18,0,7,11,14.0,1,5,0.0,C,0,0
logistics,UK,1000-1999,$10M-$50M,vp_finance,manager,partner_referral,1,0,93232.0,0,10,6,4,14.0,0,1,1.0,C,0,21
manufacturing,UK,2000+,$10M-$50M,procurement_manager,director,partner_referral,0,0,55000.0,0,14,4,10,14.0,0,0,0.0,A,0,18
logistics,UK,200-499,$10M-$50M,ap_manager,vp,partner_referral,1,0,55000.0,0,21,13,8,14.0,3,2,0.0,C,0,12
professional_services,US,200-499,$200M+,vp_finance,c_suite,sdr_outbound,0,0,118346.0,0,13,9,4,14.0,3,3,0.0,B,0,28
manufacturing,UK,2000+,$10M-$50M,vp_finance,individual_contributor,sdr_outbound,1,0,55000.0,0,20,10,10,12.0,4,3,1.0,C,1,15
logistics,UK,500-999,$1M-$10M,ap_manager,individual_contributor,inbound_marketing,1,0,25000.0,13,0,8,5,14.0,3,2,3.0,B,0,0
professional_services,UK,500-999,$1M-$10M,ap_manager,manager,sdr_outbound,0,0,25000.0,0,1,1,0,13.0,1,0,13.0,B,0,0
healthcare_non_clinical,UK,1000-1999,$1M-$10M,procurement_manager,director,inbound_marketing,0,0,25000.0,8,0,5,3,14.0,2,1,1.0,C,1,19
professional_services,US,200-499,$10M-$50M,procurement_manager,vp,inbound_marketing,0,0,55000.0,10,0,5,5,14.0,2,1,2.0,C,0,13
manufacturing,UK,2000+,$50M-$200M,it_director,individual_contributor,sdr_outbound,0,0,85000.0,0,20,12,8,14.0,3,3,0.0,A,1,23
healthcare_non_clinical,UK,500-999,$200M+,vp_finance,director,inbound_marketing,0,0,119493.0,0,0,0,0,,0,0,,B,0,0
healthcare_non_clinical,UK,500-999,$1M-$10M,vp_finance,manager,inbound_marketing,0,0,25000.0,17,0,3,14,12.0,5,1,1.0,C,0,27
healthcare_non_clinical,US,500-999,$1M-$10M,it_director,director,inbound_marketing,0,0,25000.0,19,0,10,9,13.0,5,0,0.0,A,0,9
healthcare_non_clinical,US,200-499,$200M+,ap_manager,,partner_referral,1,0,115823.0,0,14,8,6,14.0,3,1,0.0,B,0,16
professional_services,US,200-499,$1M-$10M,ap_manager,c_suite,inbound_marketing,1,0,25000.0,9,0,5,4,10.0,2,3,0.0,B,0,6
healthcare_non_clinical,US,2000+,$10M-$50M,ap_manager,director,partner_referral,0,0,55000.0,0,17,12,5,14.0,2,2,2.0,B,1,10
manufacturing,US,200-499,$10M-$50M,it_director,director,sdr_outbound,1,0,47526.0,0,14,9,5,14.0,1,5,1.0,B,0,22
logistics,UK,500-999,$1M-$10M,it_director,manager,inbound_marketing,1,0,36702.0,19,0,10,9,14.0,4,0,1.0,B,0,38
professional_services,UK,500-999,$50M-$200M,vp_finance,,inbound_marketing,0,0,85000.0,22,0,14,8,14.0,2,2,0.0,A,0,15
healthcare_non_clinical,US,500-999,$1M-$10M,vp_finance,vp,sdr_outbound,0,0,25000.0,0,9,3,6,12.0,2,3,1.0,C,0,7
healthcare_non_clinical,US,500-999,$10M-$50M,procurement_manager,manager,sdr_outbound,0,0,55000.0,0,13,8,5,14.0,2,0,0.0,A,0,19
professional_services,UK,200-499,$10M-$50M,vp_finance,manager,sdr_outbound,1,0,55000.0,0,15,10,5,14.0,0,2,1.0,A,1,38
manufacturing,UK,500-999,$10M-$50M,it_director,individual_contributor,inbound_marketing,1,0,55000.0,10,0,7,3,13.0,1,4,1.0,A,0,12
healthcare_non_clinical,UK,1000-1999,$10M-$50M,it_director,manager,sdr_outbound,1,1,55000.0,0,9,5,4,14.0,2,3,0.0,B,1,16
healthcare_non_clinical,US,1000-1999,$200M+,it_director,director,sdr_outbound,0,0,115723.0,0,10,10,0,14.0,2,1,7.0,C,0,0
logistics,US,500-999,$10M-$50M,ap_manager,manager,sdr_outbound,0,0,55000.0,0,17,14,3,14.0,1,0,1.0,A,0,21
healthcare_non_clinical,US,1000-1999,$10M-$50M,it_director,individual_contributor,inbound_marketing,1,0,55000.0,13,0,6,7,14.0,1,1,1.0,B,1,19
healthcare_non_clinical,UK,200-499,$10M-$50M,it_director,director,sdr_outbound,1,0,21458.0,0,14,6,8,14.0,3,1,0.0,B,0,20
logistics,US,500-999,$10M-$50M,procurement_manager,manager,partner_referral,0,0,55000.0,0,20,12,8,13.0,2,1,1.0,B,0,4
healthcare_non_clinical,US,200-499,$1M-$10M,ap_manager,vp,sdr_outbound,0,0,25000.0,0,14,10,4,14.0,,0,1.0,A,1,12
logistics,US,500-999,$1M-$10M,procurement_manager,vp,partner_referral,0,0,25000.0,0,14,10,4,14.0,4,3,0.0,A,1,9
healthcare_non_clinical,UK,1000-1999,$10M-$50M,ap_manager,director,partner_referral,1,0,55000.0,0,15,8,7,14.0,2,0,0.0,B,1,22
logistics,US,500-999,$10M-$50M,it_director,manager,partner_referral,0,0,55000.0,0,19,11,8,14.0,3,0,0.0,B,0,12
logistics,US,500-999,$1M-$10M,it_director,manager,sdr_outbound,0,0,25000.0,0,0,0,0,,0,0,,B,0,0
logistics,UK,1000-1999,$50M-$200M,it_director,vp,inbound_marketing,1,0,85000.0,26,0,14,12,13.0,3,0,0.0,C,1,27
manufacturing,UK,500-999,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,0,0,55000.0,18,0,13,5,14.0,2,0,0.0,A,1,17
