industry,region,company_size,company_revenue,contact_role,seniority,lead_source,opportunity_created,demo_completed,expected_acv,inbound_touches,outbound_touches,touches_week_1,touches_last_7_days,days_since_first_touch,web_sessions,sales_activities,days_since_last_touch,acquisition_wave,converted
professional_services,UK,1000-1999,$1M-$10M,procurement_manager,individual_contributor,inbound_marketing,0,0,25000.0,15,0,7,8,13.0,2,1,0.0,B,0
manufacturing,US,500-999,$10M-$50M,vp_finance,director,partner_referral,0,0,55000.0,0,1,1,0,14.0,1,0,14.0,A,0
manufacturing,US,500-999,$50M-$200M,procurement_manager,vp,inbound_marketing,0,0,85000.0,13,0,8,5,14.0,4,1,3.0,C,1
logistics,UK,200-499,$10M-$50M,it_director,director,partner_referral,1,0,55000.0,0,11,6,5,14.0,3,1,1.0,C,0
manufacturing,UK,500-999,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,0,0,55000.0,15,0,11,4,14.0,4,0,2.0,B,0
logistics,US,500-999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,23,0,14,9,14.0,4,3,1.0,C,0
manufacturing,US,1000-1999,$50M-$200M,ap_manager,manager,sdr_outbound,1,0,85000.0,0,12,8,4,14.0,2,1,2.0,A,0
professional_services,US,500-999,$10M-$50M,it_director,manager,inbound_marketing,1,0,55000.0,11,0,5,6,14.0,1,0,1.0,A,0
professional_services,US,2000+,$10M-$50M,vp_finance,manager,sdr_outbound,0,0,55000.0,0,8,8,0,11.0,0,0,7.0,B,0
healthcare_non_clinical,US,500-999,$1M-$10M,procurement_manager,manager,sdr_outbound,1,0,25000.0,0,10,8,2,14.0,3,0,1.0,B,1
professional_services,UK,500-999,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,0,0,55000.0,9,0,5,4,13.0,1,0,5.0,B,0
professional_services,UK,1000-1999,$50M-$200M,it_director,vp,inbound_marketing,1,0,,19,0,9,10,14.0,1,1,0.0,C,0
healthcare_non_clinical,US,2000+,$10M-$50M,it_director,individual_contributor,inbound_marketing,0,0,55000.0,1,0,1,0,12.0,0,0,12.0,C,0
professional_services,UK,500-999,$10M-$50M,vp_finance,manager,inbound_marketing,0,0,55000.0,15,0,10,5,14.0,3,0,1.0,B,0
healthcare_non_clinical,UK,1000-1999,$200M+,it_director,director,sdr_outbound,0,0,118273.0,0,13,9,4,14.0,3,0,1.0,B,1
healthcare_non_clinical,US,1000-1999,$200M+,procurement_manager,manager,inbound_marketing,1,0,117184.0,30,0,14,16,14.0,5,3,1.0,B,0
manufacturing,UK,200-499,$1M-$10M,procurement_manager,director,sdr_outbound,1,0,25000.0,0,8,4,4,14.0,0,3,3.0,C,0
logistics,UK,200-499,$10M-$50M,procurement_manager,c_suite,partner_referral,0,0,55000.0,0,10,10,0,14.0,1,0,7.0,B,0
manufacturing,UK,200-499,$1M-$10M,procurement_manager,director,inbound_marketing,1,0,25000.0,13,0,6,7,11.0,5,1,0.0,B,1
healthcare_non_clinical,UK,1000-1999,$1M-$10M,it_director,individual_contributor,partner_referral,0,0,25000.0,0,17,8,9,12.0,4,2,2.0,A,1
healthcare_non_clinical,US,200-499,$1M-$10M,ap_manager,manager,inbound_marketing,1,0,25000.0,18,0,8,10,14.0,3,5,0.0,B,1
healthcare_non_clinical,US,500-999,$1M-$10M,ap_manager,vp,inbound_marketing,1,0,56419.0,7,0,2,5,13.0,3,4,4.0,B,0
professional_services,UK,1000-1999,$50M-$200M,vp_finance,director,sdr_outbound,1,0,85000.0,0,25,19,6,14.0,,3,1.0,C,0
manufacturing,US,1000-1999,$10M-$50M,ap_manager,director,inbound_marketing,1,0,114382.0,9,0,5,4,14.0,2,3,2.0,A,0
professional_services,UK,200-499,$50M-$200M,it_director,director,inbound_marketing,1,1,85000.0,17,0,12,5,14.0,6,2,0.0,A,1
healthcare_non_clinical,UK,200-499,$200M+,ap_manager,director,sdr_outbound,1,0,118921.0,0,11,8,3,13.0,0,0,6.0,A,0
healthcare_non_clinical,US,1000-1999,$50M-$200M,it_director,c_suite,sdr_outbound,0,0,85000.0,0,20,10,10,14.0,4,0,0.0,B,0
healthcare_non_clinical,UK,500-999,$1M-$10M,ap_manager,manager,inbound_marketing,1,0,25000.0,11,0,6,5,14.0,5,4,0.0,A,0
healthcare_non_clinical,UK,200-499,$10M-$50M,procurement_manager,director,partner_referral,0,0,55000.0,0,15,12,3,12.0,3,2,0.0,A,0
logistics,US,500-999,$10M-$50M,it_director,manager,partner_referral,0,0,55000.0,0,19,11,8,14.0,3,0,0.0,B,0
professional_services,UK,500-999,$1M-$10M,vp_finance,director,partner_referral,1,0,25000.0,0,15,9,6,14.0,4,4,1.0,B,0
healthcare_non_clinical,US,200-499,$200M+,it_director,vp,sdr_outbound,1,1,116504.0,0,20,12,8,14.0,2,1,0.0,C,1
manufacturing,US,200-499,$10M-$50M,vp_finance,vp,inbound_marketing,0,0,55000.0,14,0,9,5,14.0,1,0,3.0,C,1
professional_services,UK,500-999,$10M-$50M,it_director,,partner_referral,1,1,55000.0,0,18,8,10,14.0,4,1,,A,1
professional_services,UK,500-999,$10M-$50M,vp_finance,manager,partner_referral,0,0,55000.0,0,15,10,5,14.0,1,2,3.0,B,1
manufacturing,UK,200-499,$10M-$50M,ap_manager,director,partner_referral,1,0,55000.0,0,14,5,9,14.0,4,1,0.0,C,1
manufacturing,US,200-499,$10M-$50M,vp_finance,manager,sdr_outbound,0,0,55000.0,0,16,8,8,14.0,2,0,1.0,C,1
manufacturing,UK,500-999,$50M-$200M,procurement_manager,director,inbound_marketing,1,0,85000.0,18,0,8,10,14.0,4,2,1.0,A,1
professional_services,UK,1000-1999,$1M-$10M,procurement_manager,director,partner_referral,1,0,25000.0,0,11,9,2,14.0,1,1,0.0,B,1
professional_services,UK,200-499,$10M-$50M,vp_finance,vp,partner_referral,0,0,55000.0,0,4,4,0,13.0,0,0,13.0,C,0
professional_services,UK,200-499,$10M-$50M,ap_manager,individual_contributor,sdr_outbound,1,0,55000.0,0,18,13,5,14.0,2,0,1.0,A,1
professional_services,UK,500-999,$200M+,it_director,vp,inbound_marketing,1,0,119658.0,9,0,5,4,14.0,2,3,1.0,C,1
healthcare_non_clinical,US,500-999,$10M-$50M,ap_manager,vp,inbound_marketing,1,0,37265.0,13,0,7,6,14.0,3,5,,B,0
manufacturing,US,500-999,$50M-$200M,ap_manager,director,inbound_marketing,1,0,85000.0,14,0,9,5,14.0,2,1,0.0,A,0
manufacturing,US,2000+,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,1,0,55000.0,18,0,10,8,14.0,1,3,1.0,A,0
professional_services,UK,200-499,$1M-$10M,vp_finance,director,sdr_outbound,1,0,25000.0,0,15,10,5,14.0,3,3,0.0,B,0
logistics,UK,1000-1999,$50M-$200M,it_director,individual_contributor,inbound_marketing,0,0,85000.0,24,0,20,4,14.0,5,3,3.0,C,0
healthcare_non_clinical,US,500-999,$50M-$200M,ap_manager,manager,inbound_marketing,1,0,85000.0,13,0,10,3,14.0,1,1,1.0,C,0
professional_services,US,500-999,$10M-$50M,it_director,manager,sdr_outbound,1,1,55000.0,0,12,9,3,13.0,3,2,0.0,B,1
healthcare_non_clinical,US,200-499,$1M-$10M,vp_finance,manager,sdr_outbound,1,0,25000.0,0,9,9,0,13.0,,0,7.0,A,0
professional_services,UK,500-999,$10M-$50M,vp_finance,manager,sdr_outbound,1,0,55000.0,0,19,17,2,14.0,3,2,1.0,A,1
logistics,US,500-999,$10M-$50M,vp_finance,manager,sdr_outbound,0,0,55000.0,0,10,8,2,,5,2,5.0,B,0
logistics,US,200-499,$1M-$10M,procurement_manager,manager,sdr_outbound,0,0,25000.0,0,21,11,10,14.0,,0,0.0,C,0
healthcare_non_clinical,US,500-999,$10M-$50M,vp_finance,director,inbound_marketing,1,0,,18,0,13,5,14.0,1,2,1.0,B,0
logistics,UK,200-499,$1M-$10M,it_director,individual_contributor,inbound_marketing,1,0,25000.0,18,0,8,10,11.0,4,4,0.0,B,1
professional_services,US,500-999,$1M-$10M,vp_finance,director,inbound_marketing,0,0,25000.0,12,0,8,4,14.0,1,0,3.0,A,0
professional_services,US,500-999,$50M-$200M,ap_manager,director,sdr_outbound,0,0,85000.0,0,8,8,0,14.0,0,0,9.0,C,0
professional_services,UK,200-499,$10M-$50M,ap_manager,manager,inbound_marketing,1,1,55000.0,17,0,11,6,14.0,2,2,0.0,A,0
professional_services,UK,200-499,$10M-$50M,it_director,,sdr_outbound,1,0,55000.0,0,13,8,5,14.0,2,0,1.0,B,0
professional_services,US,1000-1999,$50M-$200M,vp_finance,vp,inbound_marketing,1,1,96146.0,10,0,4,6,14.0,2,0,0.0,A,0
healthcare_non_clinical,UK,200-499,$1M-$10M,it_director,,inbound_marketing,0,0,25000.0,9,0,9,0,14.0,1,0,7.0,A,0
professional_services,UK,500-999,$50M-$200M,vp_finance,individual_contributor,inbound_marketing,0,0,85000.0,14,0,7,7,13.0,0,4,0.0,A,0
logistics,UK,200-499,$50M-$200M,ap_manager,,sdr_outbound,0,0,85000.0,0,15,11,4,13.0,2,0,0.0,A,0
manufacturing,UK,200-499,$10M-$50M,vp_finance,director,inbound_marketing,0,0,55000.0,10,0,7,3,14.0,,0,4.0,C,0
healthcare_non_clinical,US,1000-1999,$200M+,ap_manager,individual_contributor,sdr_outbound,0,0,116308.0,0,6,6,0,12.0,1,0,11.0,A,0
logistics,US,500-999,$50M-$200M,ap_manager,individual_contributor,partner_referral,1,0,85000.0,0,21,14,7,14.0,5,3,0.0,A,1
professional_services,US,2000+,$10M-$50M,ap_manager,individual_contributor,sdr_outbound,0,0,55000.0,0,0,0,0,,0,0,,C,0
professional_services,UK,200-499,$1M-$10M,procurement_manager,manager,partner_referral,0,0,25000.0,0,10,7,3,14.0,1,1,4.0,B,0
professional_services,UK,200-499,$1M-$10M,ap_manager,,partner_referral,0,0,25000.0,0,11,6,5,14.0,2,3,3.0,B,1
healthcare_non_clinical,UK,500-999,$1M-$10M,vp_finance,director,partner_referral,0,0,25000.0,0,23,12,11,14.0,4,2,0.0,B,0
professional_services,US,200-499,$10M-$50M,it_director,director,sdr_outbound,0,0,55000.0,0,0,0,0,,0,0,,A,0
manufacturing,US,200-499,$200M+,it_director,director,sdr_outbound,1,0,116264.0,0,10,6,4,13.0,1,2,0.0,B,0
professional_services,US,500-999,$1M-$10M,ap_manager,individual_contributor,inbound_marketing,0,0,25000.0,12,0,6,6,11.0,3,0,0.0,B,1
professional_services,UK,500-999,$200M+,ap_manager,director,partner_referral,1,0,115322.0,0,17,9,8,14.0,2,4,,B,1
logistics,UK,200-499,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,1,0,55000.0,15,0,7,8,14.0,3,1,0.0,C,1
healthcare_non_clinical,US,500-999,$50M-$200M,procurement_manager,vp,sdr_outbound,0,0,85000.0,0,16,12,4,14.0,,0,0.0,A,0
professional_services,UK,1000-1999,$200M+,vp_finance,manager,sdr_outbound,1,0,116937.0,0,13,7,6,14.0,7,1,2.0,B,1
manufacturing,UK,1000-1999,$10M-$50M,procurement_manager,director,sdr_outbound,0,0,55000.0,0,3,3,0,13.0,,0,12.0,B,0
professional_services,US,1000-1999,$50M-$200M,vp_finance,vp,inbound_marketing,1,0,85000.0,10,0,5,5,14.0,4,1,1.0,A,1
manufacturing,US,500-999,$1M-$10M,vp_finance,director,inbound_marketing,0,0,25000.0,12,0,5,7,13.0,3,1,0.0,A,0
logistics,UK,500-999,$50M-$200M,ap_manager,c_suite,partner_referral,1,0,85000.0,0,19,8,11,14.0,4,0,0.0,B,0
manufacturing,US,1000-1999,$10M-$50M,it_director,manager,inbound_marketing,1,1,55000.0,18,0,11,7,14.0,3,2,0.0,B,0
logistics,US,500-999,$1M-$10M,vp_finance,manager,partner_referral,0,0,25000.0,0,8,5,3,12.0,2,0,3.0,A,0
manufacturing,US,1000-1999,$50M-$200M,vp_finance,manager,partner_referral,0,0,85000.0,0,16,10,6,14.0,4,1,1.0,C,1
professional_services,UK,1000-1999,$1M-$10M,it_director,individual_contributor,inbound_marketing,1,0,25000.0,18,0,10,8,14.0,3,4,0.0,B,0
logistics,US,200-499,$1M-$10M,procurement_manager,individual_contributor,inbound_marketing,1,0,25000.0,9,0,6,3,13.0,2,1,2.0,C,1
logistics,UK,200-499,$1M-$10M,vp_finance,manager,inbound_marketing,1,0,25000.0,16,0,8,8,14.0,4,4,0.0,A,0
healthcare_non_clinical,US,200-499,$1M-$10M,ap_manager,vp,inbound_marketing,0,0,25000.0,2,0,2,0,14.0,0,0,12.0,B,0
professional_services,US,500-999,$1M-$10M,procurement_manager,director,inbound_marketing,0,0,25000.0,19,0,13,6,13.0,2,0,0.0,B,0
logistics,UK,1000-1999,$10M-$50M,ap_manager,,partner_referral,1,0,55000.0,0,9,4,5,12.0,3,0,2.0,C,1
healthcare_non_clinical,US,2000+,$10M-$50M,it_director,manager,partner_referral,0,0,55000.0,0,14,11,3,14.0,4,0,1.0,C,0
professional_services,UK,200-499,$50M-$200M,vp_finance,director,inbound_marketing,1,0,85000.0,14,0,10,4,12.0,3,3,1.0,B,1
professional_services,UK,200-499,$50M-$200M,ap_manager,individual_contributor,partner_referral,1,1,85000.0,0,23,14,9,14.0,4,2,0.0,B,1
manufacturing,US,1000-1999,$50M-$200M,vp_finance,c_suite,inbound_marketing,0,0,85000.0,15,0,5,10,10.0,1,1,0.0,C,1
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,director,inbound_marketing,0,0,55000.0,17,0,10,7,14.0,2,0,0.0,A,0
professional_services,US,1000-1999,$1M-$10M,ap_manager,individual_contributor,sdr_outbound,1,0,94668.0,0,17,7,10,10.0,1,3,0.0,C,0
healthcare_non_clinical,UK,200-499,$50M-$200M,vp_finance,individual_contributor,sdr_outbound,0,0,85000.0,0,11,8,3,12.0,0,0,0.0,B,1
healthcare_non_clinical,UK,500-999,$10M-$50M,vp_finance,individual_contributor,sdr_outbound,1,0,55000.0,0,14,8,6,14.0,7,3,2.0,A,0
logistics,US,1000-1999,$50M-$200M,procurement_manager,manager,inbound_marketing,0,0,85000.0,26,0,14,12,14.0,4,1,0.0,B,0
logistics,US,500-999,$1M-$10M,procurement_manager,,partner_referral,1,0,25000.0,0,11,7,4,13.0,1,0,1.0,B,1
healthcare_non_clinical,UK,2000+,$200M+,vp_finance,manager,partner_referral,0,0,116451.0,0,25,13,12,14.0,3,0,0.0,B,1
professional_services,US,1000-1999,$50M-$200M,ap_manager,vp,sdr_outbound,0,0,85000.0,0,18,12,6,14.0,4,1,1.0,C,0
logistics,UK,200-499,$1M-$10M,ap_manager,director,inbound_marketing,0,0,25000.0,8,0,5,3,14.0,2,1,4.0,C,0
healthcare_non_clinical,US,500-999,$1M-$10M,ap_manager,vp,partner_referral,1,0,25000.0,0,13,9,4,14.0,2,0,1.0,B,1
logistics,US,200-499,$10M-$50M,vp_finance,director,sdr_outbound,0,0,55000.0,0,14,9,5,14.0,3,2,2.0,C,0
manufacturing,US,1000-1999,$1M-$10M,vp_finance,manager,sdr_outbound,1,0,25000.0,0,6,5,1,14.0,0,3,4.0,B,0
professional_services,US,500-999,$1M-$10M,it_director,vp,sdr_outbound,1,0,25000.0,0,7,2,5,11.0,3,3,0.0,B,1
healthcare_non_clinical,US,200-499,$10M-$50M,it_director,director,partner_referral,0,0,55000.0,0,10,7,3,14.0,2,0,0.0,C,0
logistics,US,200-499,$1M-$10M,ap_manager,manager,inbound_marketing,1,1,25000.0,13,0,6,7,12.0,2,4,1.0,A,1
professional_services,UK,200-499,$1M-$10M,procurement_manager,director,inbound_marketing,1,1,25000.0,12,0,6,6,11.0,4,4,0.0,A,0
professional_services,UK,500-999,$1M-$10M,ap_manager,individual_contributor,partner_referral,0,0,25000.0,0,15,7,8,14.0,1,1,0.0,C,0
professional_services,UK,2000+,$10M-$50M,procurement_manager,director,partner_referral,1,0,55000.0,0,5,3,2,13.0,1,1,2.0,C,1
professional_services,UK,500-999,$10M-$50M,vp_finance,manager,sdr_outbound,1,0,55000.0,0,18,13,5,14.0,,2,1.0,C,0
logistics,UK,1000-1999,$1M-$10M,ap_manager,manager,inbound_marketing,1,1,25000.0,12,0,3,9,9.0,2,3,0.0,B,1
professional_services,UK,200-499,$200M+,it_director,manager,inbound_marketing,1,0,117241.0,24,0,13,11,14.0,3,2,0.0,A,0
healthcare_non_clinical,US,200-499,$10M-$50M,ap_manager,,partner_referral,1,0,55000.0,0,16,9,7,14.0,4,4,1.0,C,0
logistics,UK,500-999,$50M-$200M,procurement_manager,vp,partner_referral,0,0,85000.0,0,19,10,9,14.0,3,2,0.0,C,0
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,director,partner_referral,1,0,42412.0,0,11,4,7,12.0,2,3,1.0,B,0
logistics,US,500-999,$50M-$200M,procurement_manager,manager,inbound_marketing,1,0,85000.0,17,0,8,9,,4,1,,C,0
manufacturing,UK,500-999,$10M-$50M,ap_manager,director,sdr_outbound,0,0,55000.0,0,16,13,3,13.0,4,2,2.0,B,0
manufacturing,UK,1000-1999,$50M-$200M,ap_manager,individual_contributor,partner_referral,0,0,85000.0,0,0,0,0,,0,0,,C,0
healthcare_non_clinical,US,200-499,$50M-$200M,procurement_manager,director,inbound_marketing,1,0,85000.0,15,0,8,7,11.0,2,2,1.0,B,1
manufacturing,US,1000-1999,$10M-$50M,procurement_manager,director,sdr_outbound,0,0,55000.0,0,0,0,0,,0,0,,C,0
manufacturing,UK,200-499,$1M-$10M,it_director,manager,sdr_outbound,0,0,25000.0,0,15,9,6,14.0,4,0,0.0,C,0
logistics,US,500-999,$1M-$10M,procurement_manager,director,partner_referral,0,0,25000.0,0,19,9,10,13.0,1,0,0.0,A,0
manufacturing,US,1000-1999,$10M-$50M,ap_manager,vp,inbound_marketing,0,0,55000.0,10,0,8,2,14.0,2,0,,C,0
logistics,UK,1000-1999,$50M-$200M,procurement_manager,vp,inbound_marketing,1,0,85000.0,14,0,6,8,14.0,2,2,0.0,A,1
healthcare_non_clinical,US,200-499,$10M-$50M,ap_manager,vp,inbound_marketing,0,0,55000.0,19,0,8,11,14.0,3,1,0.0,A,0
professional_services,US,500-999,$1M-$10M,vp_finance,individual_contributor,inbound_marketing,0,0,25000.0,12,0,9,3,12.0,3,0,1.0,A,0
manufacturing,UK,1000-1999,$10M-$50M,procurement_manager,vp,sdr_outbound,0,0,55000.0,0,9,6,3,13.0,1,1,2.0,A,0
professional_services,US,200-499,$50M-$200M,ap_manager,vp,partner_referral,1,0,85000.0,0,18,10,8,14.0,5,2,1.0,B,0
logistics,US,500-999,$10M-$50M,vp_finance,individual_contributor,partner_referral,1,1,55000.0,0,12,7,5,14.0,3,1,0.0,B,1
healthcare_non_clinical,US,500-999,$200M+,procurement_manager,director,sdr_outbound,0,0,118939.0,0,15,9,6,13.0,3,1,0.0,A,0
logistics,US,500-999,$50M-$200M,ap_manager,c_suite,inbound_marketing,1,0,85000.0,13,0,7,6,14.0,0,2,2.0,C,1
professional_services,UK,2000+,$1M-$10M,vp_finance,director,inbound_marketing,0,0,25000.0,0,0,0,0,,0,0,,B,0
manufacturing,UK,200-499,$50M-$200M,it_director,manager,sdr_outbound,1,0,85000.0,0,15,8,7,13.0,2,1,0.0,B,1
professional_services,UK,200-499,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,1,0,55000.0,11,0,8,3,,5,4,0.0,A,0
professional_services,UK,200-499,$1M-$10M,procurement_manager,director,sdr_outbound,1,0,25000.0,0,15,10,5,14.0,,4,2.0,C,0
manufacturing,US,500-999,$1M-$10M,vp_finance,manager,inbound_marketing,1,0,25000.0,10,0,5,5,11.0,5,1,0.0,C,0
manufacturing,US,200-499,$10M-$50M,procurement_manager,manager,inbound_marketing,1,0,55000.0,9,0,9,0,14.0,0,0,8.0,B,0
logistics,UK,500-999,$10M-$50M,vp_finance,director,inbound_marketing,1,0,55000.0,14,0,6,8,,3,4,0.0,B,1
manufacturing,US,200-499,$10M-$50M,vp_finance,individual_contributor,sdr_outbound,0,0,55000.0,0,13,8,5,,0,1,0.0,A,0
manufacturing,US,200-499,$1M-$10M,procurement_manager,director,inbound_marketing,0,0,25000.0,11,0,9,2,14.0,0,0,5.0,B,0
professional_services,US,1000-1999,$50M-$200M,procurement_manager,,partner_referral,1,0,85000.0,0,16,11,5,14.0,4,2,3.0,A,0
healthcare_non_clinical,UK,200-499,$10M-$50M,it_director,director,partner_referral,0,0,55000.0,0,19,7,12,13.0,2,2,0.0,C,0
healthcare_non_clinical,US,500-999,$10M-$50M,it_director,vp,inbound_marketing,1,0,55000.0,13,0,9,4,14.0,2,4,3.0,B,0
logistics,UK,200-499,$200M+,ap_manager,individual_contributor,inbound_marketing,0,0,119879.0,23,0,17,6,14.0,1,2,1.0,C,0
logistics,US,2000+,$10M-$50M,vp_finance,individual_contributor,partner_referral,1,0,55000.0,0,18,9,9,14.0,0,0,0.0,C,0
healthcare_non_clinical,US,500-999,$1M-$10M,ap_manager,vp,inbound_marketing,1,0,38328.0,13,0,7,6,14.0,3,5,0.0,A,0
manufacturing,US,500-999,$1M-$10M,vp_finance,director,sdr_outbound,0,0,25000.0,0,11,9,2,14.0,0,2,1.0,B,0
manufacturing,UK,500-999,$10M-$50M,ap_manager,,inbound_marketing,0,0,55000.0,10,0,4,6,11.0,2,1,0.0,B,0
healthcare_non_clinical,UK,1000-1999,$10M-$50M,vp_finance,manager,partner_referral,0,0,55000.0,0,18,8,10,,4,2,0.0,A,1
professional_services,US,500-999,$50M-$200M,it_director,manager,sdr_outbound,1,0,85000.0,0,16,9,7,14.0,2,1,0.0,A,1
healthcare_non_clinical,US,2000+,$50M-$200M,it_director,manager,partner_referral,0,0,85000.0,0,25,14,11,14.0,4,0,0.0,A,0
manufacturing,US,200-499,$10M-$50M,procurement_manager,vp,inbound_marketing,0,0,55000.0,7,0,4,3,14.0,1,0,2.0,C,0
professional_services,US,500-999,$1M-$10M,ap_manager,vp,inbound_marketing,0,0,25000.0,19,0,12,7,14.0,3,1,1.0,A,0
healthcare_non_clinical,US,500-999,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,0,0,55000.0,18,0,6,12,14.0,2,0,0.0,B,0
logistics,US,500-999,$10M-$50M,procurement_manager,individual_contributor,partner_referral,0,0,55000.0,0,8,6,2,,3,0,2.0,C,1
manufacturing,UK,1000-1999,$50M-$200M,vp_finance,manager,inbound_marketing,1,0,85000.0,27,0,17,10,14.0,5,2,1.0,B,1
professional_services,US,200-499,$200M+,vp_finance,c_suite,sdr_outbound,0,0,117548.0,0,13,9,4,14.0,,3,0.0,A,0
professional_services,UK,500-999,$50M-$200M,vp_finance,vp,inbound_marketing,0,0,85000.0,15,0,10,5,12.0,3,1,1.0,B,0
manufacturing,US,500-999,$50M-$200M,ap_manager,vp,sdr_outbound,0,0,85000.0,0,10,5,5,14.0,3,0,4.0,C,0
professional_services,UK,200-499,$10M-$50M,vp_finance,manager,partner_referral,0,0,55000.0,0,13,5,8,14.0,2,3,0.0,C,1
professional_services,UK,200-499,$1M-$10M,it_director,individual_contributor,inbound_marketing,0,0,25000.0,8,0,5,3,13.0,4,0,1.0,C,0
professional_services,US,200-499,$50M-$200M,procurement_manager,director,inbound_marketing,0,0,85000.0,21,0,11,10,14.0,3,0,1.0,C,0
professional_services,US,500-999,$1M-$10M,it_director,director,sdr_outbound,0,0,25000.0,0,5,4,1,14.0,1,0,6.0,B,0
professional_services,US,1000-1999,$10M-$50M,ap_manager,vp,inbound_marketing,0,0,55000.0,12,0,6,6,14.0,4,4,0.0,A,0
professional_services,UK,200-499,$1M-$10M,it_director,vp,partner_referral,0,0,25000.0,0,8,7,1,13.0,2,0,3.0,A,0
logistics,US,1000-1999,$1M-$10M,ap_manager,director,sdr_outbound,1,0,55351.0,0,5,1,4,14.0,1,2,1.0,C,0
professional_services,US,1000-1999,$50M-$200M,procurement_manager,vp,sdr_outbound,0,0,85000.0,0,12,5,7,14.0,0,1,0.0,A,1
manufacturing,UK,1000-1999,$10M-$50M,vp_finance,director,sdr_outbound,1,0,55000.0,0,10,7,3,12.0,4,3,1.0,A,0
healthcare_non_clinical,US,500-999,$50M-$200M,it_director,manager,inbound_marketing,0,0,,11,0,6,5,13.0,0,2,1.0,B,0
manufacturing,US,1000-1999,$50M-$200M,it_director,individual_contributor,inbound_marketing,0,0,85000.0,7,0,7,0,14.0,1,0,9.0,B,0
professional_services,US,200-499,$10M-$50M,vp_finance,manager,sdr_outbound,0,0,55000.0,0,15,5,10,12.0,3,0,0.0,B,0
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,director,inbound_marketing,1,0,55000.0,13,0,6,7,13.0,1,3,1.0,B,1
logistics,US,500-999,$10M-$50M,ap_manager,manager,inbound_marketing,1,0,,18,0,9,9,14.0,4,5,1.0,A,1
manufacturing,UK,200-499,$1M-$10M,vp_finance,director,sdr_outbound,0,0,25000.0,0,12,12,0,13.0,0,1,8.0,A,0
healthcare_non_clinical,US,2000+,$10M-$50M,procurement_manager,individual_contributor,sdr_outbound,0,0,55000.0,0,11,7,4,13.0,0,1,0.0,C,0
logistics,US,200-499,$1M-$10M,it_director,manager,inbound_marketing,1,0,23555.0,10,0,5,5,13.0,1,4,1.0,B,0
professional_services,UK,500-999,$1M-$10M,vp_finance,director,inbound_marketing,0,0,25000.0,5,0,2,3,12.0,0,0,1.0,B,0
manufacturing,UK,500-999,$50M-$200M,procurement_manager,manager,inbound_marketing,0,0,85000.0,12,0,10,2,14.0,3,3,3.0,A,0
professional_services,UK,2000+,$1M-$10M,vp_finance,director,sdr_outbound,1,0,25000.0,0,13,9,4,14.0,4,1,1.0,B,0
logistics,UK,500-999,$1M-$10M,it_director,manager,partner_referral,1,0,25000.0,0,17,12,5,14.0,3,2,0.0,B,1
logistics,US,200-499,$10M-$50M,vp_finance,director,inbound_marketing,1,0,55000.0,7,0,6,1,14.0,1,1,3.0,C,1
healthcare_non_clinical,UK,1000-1999,$10M-$50M,ap_manager,manager,inbound_marketing,0,0,55000.0,15,0,6,9,13.0,2,0,4.0,A,0
manufacturing,UK,200-499,$50M-$200M,vp_finance,manager,partner_referral,0,0,85000.0,0,20,8,12,13.0,4,1,0.0,B,1
professional_services,UK,200-499,$1M-$10M,it_director,individual_contributor,inbound_marketing,0,0,25000.0,12,0,9,3,14.0,2,0,3.0,C,0
manufacturing,US,500-999,$50M-$200M,it_director,manager,partner_referral,1,0,85000.0,0,22,15,7,14.0,6,0,,B,1
professional_services,UK,500-999,$10M-$50M,it_director,manager,partner_referral,0,0,55000.0,0,12,9,3,13.0,1,1,1.0,C,0
logistics,US,1000-1999,$10M-$50M,it_director,individual_contributor,sdr_outbound,1,0,55000.0,0,19,7,12,14.0,1,1,0.0,C,1
professional_services,UK,200-499,$10M-$50M,it_director,,partner_referral,0,0,55000.0,0,19,16,3,14.0,3,1,1.0,A,0
professional_services,UK,500-999,$10M-$50M,vp_finance,vp,sdr_outbound,1,0,55000.0,0,4,2,2,11.0,2,2,4.0,A,1
healthcare_non_clinical,UK,200-499,$50M-$200M,vp_finance,individual_contributor,inbound_marketing,0,0,85000.0,9,0,5,4,13.0,1,1,1.0,B,0
manufacturing,UK,500-999,$10M-$50M,vp_finance,manager,sdr_outbound,1,1,55000.0,0,13,3,10,12.0,4,1,0.0,C,1
manufacturing,US,200-499,$10M-$50M,vp_finance,c_suite,inbound_marketing,0,0,55000.0,17,0,10,7,14.0,1,0,2.0,B,0
healthcare_non_clinical,UK,500-999,$1M-$10M,vp_finance,individual_contributor,sdr_outbound,1,0,25000.0,0,14,9,5,14.0,0,3,0.0,A,0
manufacturing,US,500-999,$1M-$10M,vp_finance,individual_contributor,inbound_marketing,0,0,25000.0,6,0,5,1,12.0,0,0,3.0,A,0
